evaluation_date,n_common_sample_months,Equal Weight,Minimum Variance Classical,Minimum Variance Long Only,HRP
2000-01-01,114,0.97319636,1.0196729751726339,0.9831548411010653,0.980991264135641
2000-02-01,115,0.9348132814584008,0.9404644105260468,0.9100669772001665,0.9117972698979439
2000-03-01,115,1.0299547071182518,0.7692531573684653,0.9727649352860872,1.0023568553825868
2000-04-01,117,1.0176465526767944,0.8048269072674266,0.9851996817174825,1.0024056419029195
2000-05-01,118,1.0060493406213689,0.717848421375332,1.0115661041189705,1.0039781803547663
2000-06-01,119,1.0162870715840082,0.7042572187021955,1.0168242124020463,0.9948624457837697
2000-08-01,114,1.0753617048523363,0.7686839152754619,1.1203975087850744,1.0408505002466208
2000-09-01,115,1.046643589828934,0.8094457043401174,1.1555730887101765,1.047856113244681
2000-10-01,115,1.055434767997343,0.8725264268565235,1.1719594888360383,1.0797517602151898
2000-12-01,118,1.08330663419748,0.8227687259697344,1.2035759342233525,1.1052549742322624
2001-02-01,115,1.0052783539463,0.7332629761989081,1.164103783388497,1.0725751612576988
2001-03-01,116,0.9596776511077862,0.7865622457399829,1.1695996288035022,1.0302340110082933
2001-04-01,117,1.0093660363328611,0.8170272740410599,1.234157378923423,1.0700655416067881
2001-05-01,118,1.0171840809672772,0.8483354132945078,1.2548891903534187,1.0833162840704298
2001-06-01,119,0.9832229796979127,0.8320856151652045,1.1893322036878176,1.037640828246518
2001-07-01,114,0.9878157518872988,0.9368931667876247,1.2228303279335941,1.0488094857217778
2001-08-01,115,0.9273148819935672,0.9131101396045427,1.1796122780881724,1.0041315283039962
2001-09-01,116,0.8513730417605261,0.9425941654038903,1.1224037214904734,0.942094805403402
2001-10-01,114,0.8539533831754937,0.9758551688163628,1.1222118921313882,0.931142869173741
2001-11-01,114,0.9305587402130704,0.922033242673333,1.1574558771840482,0.9903578890822374
2001-12-01,114,0.9293918939975424,0.8736644132484325,1.1713967481287528,0.9962064498386471
2002-01-01,115,0.9221056474269805,0.9634133481113486,1.1344952442620266,0.9854370009037317
2002-02-01,116,0.9080044205821552,0.9376959550280825,1.1677641862402741,0.9902615450689162
2002-03-01,117,0.9433750517826176,1.0284661360390568,1.2124725513452983,1.026556447287245
2002-04-01,118,0.8906801213451503,1.052381101764749,1.1741214755648544,0.9831175697261271
2002-05-01,119,0.8863402646402936,0.9324928423484239,1.1529763624377365,0.979465767115709
2002-06-01,120,0.8240526050452679,0.8741090322315763,1.1109981066035526,0.920822249181939
2002-07-01,120,0.770235459920232,0.7475718190341266,1.061490565764932,0.865678113868955
2002-08-01,120,0.7749460274342391,0.7958235786517907,1.083416008856889,0.8714614135970055
2002-09-01,120,0.6920151938072846,0.7363863688536383,1.0054852669350938,0.7826787169800817
2002-10-01,120,0.747360250757092,0.8571015546928153,1.035647363898751,0.82877729032897
2002-11-01,120,0.7855516300832057,0.8662935012081848,1.022160829263436,0.847514945181732
2002-12-01,120,0.7391845158171912,0.9028913353052705,1.0118420281538296,0.8152883766673121
2003-01-01,114,0.7157744387154286,0.8865261257270662,0.9836508751212224,0.7897316789960036
2003-02-01,115,0.7015324886069536,0.911404372973903,0.9733850059020097,0.7717902481151196
2003-03-01,116,0.7034552067597781,0.9431413807252205,0.9859660290566623,0.7743633169778202
2003-04-01,117,0.7616528649885024,1.030390686110411,1.0156659949471882,0.8251835718417273
2003-05-01,118,0.8018469242276054,0.9876880382584564,1.0661389250486462,0.8670860682689692
2003-06-01,119,0.8153221622509813,0.9720856502194994,1.0751351665893853,0.8798916051515209
2003-07-01,120,0.8279986689313351,0.94590471016254,1.0652503909122086,0.8773946119788353
2003-08-01,120,0.8455143597735757,1.0075838750802195,1.0922868341763934,0.8948120613968573
2003-09-01,120,0.8295464659732206,1.0029621947409009,1.0703325792068599,0.8818557300944737
2003-10-01,120,0.8856004553399931,1.1223434356695228,1.1089322329346047,0.9216524993029835
2003-11-01,120,0.8947707949190115,1.1436806009408422,1.1172921505372224,0.9339978460888935
2003-12-01,120,0.9433336297809857,1.1140522480246275,1.1721745951361582,0.9872277812721202
2004-01-01,115,0.9521552708199004,1.0613774832525513,1.1732640193052848,0.9948632646901915
2004-02-01,116,0.9669611424578591,1.0948863281428811,1.2029729694453275,1.0147466749007827
